TransactionDate,SettlementDate,TransactionAccount,CurrencyPair,PrimaryCurrencyQuantity,SecondaryCurrencyQuantity
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119765
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119762
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119761
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119758
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119757
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119754
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119751
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119751
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119746
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119745
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119744
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119744
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119743
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119743
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119742
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119740
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119739
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119736
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119735
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119726
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119726
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119720
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119714
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119714
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119714
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119707
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119706
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119703
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119701
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119700
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119696
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119695
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119695
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119695
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119694
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119694
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119693
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119686
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119686
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119686
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119684
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119684
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119683
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119682
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119680
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119673
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119672
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119670
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119670
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119669
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119667
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119665
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119665
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119665
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119665
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119663
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119662
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119660
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119659
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119659
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119659
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119658
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119656
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119655
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119654
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119648
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119646
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119645
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119645
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119644
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119643
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119643
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119641
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119636
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119634
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119632
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119631
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119629
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119628
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119628
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119627
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119626
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119624
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119621
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119617
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119616
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119615
2/3/2021,2/5/2021,Client A,USD/JPY,1000,-119614
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119612
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119610
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119609
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119608
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119608
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119608
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119607
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119606
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119606
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119604
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119604
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119604
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119604
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119604
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119603
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119603
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119602
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119601
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119599
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119599
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119599
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119597
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119597
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119596
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119593
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119591
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119590
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119590
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119585
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119585
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119583
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119583
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119579
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119578
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119577
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119575
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119575
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119575
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119574
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119574
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119573
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119573
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119571
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119571
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119570
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119568
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119567
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119567
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119566
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119566
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119564
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119563
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119563
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119563
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119563
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119562
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119561
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119560
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119556
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119552
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119552
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119551
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119550
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119548
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119542
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119541
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119539
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119535
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119535
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119533
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119524
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119523
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119519
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119515
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119515
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119515
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119513
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119507
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119497
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119497
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119494
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119491
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119488
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119488
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119483
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119464
2/3/2021,2/5/2021,Client C,USD/JPY,1000,-119462
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119461
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119459
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119449
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119449
2/3/2021,2/5/2021,Client B,USD/JPY,1000,-119431
2/3/2021,2/5/2021,Client A,USD/JPY,0,36
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119439
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119441
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119446
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119447
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119447
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119449
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119451
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119455
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119456
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119456
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119460
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119463
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119464
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119467
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119483
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119483
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119489
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119491
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119491
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119491
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119491
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119492
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119492
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119497
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119500
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119501
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119501
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119501
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119503
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119506
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119509
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119509
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119510
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119511
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119512
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119513
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119515
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119515
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119518
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119518
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119520
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119530
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119535
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119537
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119537
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119537
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119537
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119542
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119543
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119543
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119544
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119544
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119544
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119547
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119552
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119552
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119557
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119560
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119560
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119561
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119562
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119562
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119562
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119563
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119564
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119564
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119564
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119564
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119565
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119566
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119566
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119566
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119566
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119569
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119572
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119572
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119572
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119573
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119574
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119574
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119574
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119575
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119575
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119576
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119578
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119581
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119583
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119584
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119584
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119588
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119592
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119592
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119593
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119593
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119596
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119596
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119597
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119599
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119600
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119603
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119603
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119603
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119604
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119604
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119607
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119609
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119611
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119611
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119614
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119614
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119615
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119615
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119617
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119619
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119621
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119625
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119625
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119626
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119628
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119634
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119634
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119635
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119642
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119642
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119642
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119643
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119643
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119644
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119644
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119649
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119649
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119650
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119650
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119650
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119650
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119651
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119655
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119655
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119655
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119657
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119660
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119660
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119661
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119668
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119668
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119668
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119668
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119674
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119675
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119678
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119679
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119680
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119680
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119681
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119684
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119698
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119698
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119700
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119702
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119703
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119703
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119706
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119707
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119708
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119710
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119710
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119710
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119710
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119710
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119711
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119713
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119722
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119724
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119725
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119726
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119728
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119729
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119729
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119729
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119735
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119736
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119736
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119736
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119736
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119736
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119738
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119739
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119741
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119742
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119745
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119746
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119753
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119753
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119754
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119754
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119754
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119756
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119768
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119772
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119775
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119779
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119781
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119789
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119789
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119790
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119790
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119796
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119819
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119826
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119831
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119831
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119831
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119831
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119835
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119835
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119838
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119838
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119838
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119840
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119840
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119843
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119844
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119845
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119846
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119846
2/3/2021,2/5/2021,Client C,USD/JPY,-1000,119848
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119855
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119857
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119857
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119857
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119859
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119860
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119864
2/3/2021,2/5/2021,Client B,USD/JPY,-1000,119865
